,name,emotion
273,Ses03F_script02_2_F039,sad
280,Ses03F_script02_2_F040,sad
287,Ses03F_script02_2_F041,fru
294,Ses03F_script02_2_F042,fru
301,Ses03F_script02_2_F043,hap
308,Ses03F_script02_2_F044,hap
315,Ses03F_script02_2_F045,hap
322,Ses03F_script02_2_F046,xxx
329,Ses03F_script02_2_F047,xxx
336,Ses03F_script02_2_F048,hap
343,Ses03F_script02_2_F049,xxx
350,Ses03F_script02_2_F050,hap
357,Ses03F_script02_2_F051,sad
364,Ses03F_script02_2_F052,xxx
371,Ses03F_script02_2_M000,xxx
378,Ses03F_script02_2_M001,neu
385,Ses03F_script02_2_M002,fru
392,Ses03F_script02_2_M003,fru
399,Ses03F_script02_2_M004,fru
406,Ses03F_script02_2_M005,neu
413,Ses03F_script02_2_M006,fru
420,Ses03F_script02_2_M007,fru
427,Ses03F_script02_2_M008,neu
434,Ses03F_script02_2_M009,fru
441,Ses03F_script02_2_M010,fru
448,Ses03F_script02_2_M011,fru
455,Ses03F_script02_2_M012,fru
462,Ses03F_script02_2_M013,fru
469,Ses03F_script02_2_M014,fru
476,Ses03F_script02_2_M015,fru
483,Ses03F_script02_2_M016,neu
490,Ses03F_script02_2_M017,xxx
497,Ses03F_script02_2_M018,xxx
504,Ses03F_script02_2_M019,xxx
511,Ses03F_script02_2_M020,xxx
518,Ses03F_script02_2_M021,xxx
525,Ses03F_script02_2_M022,fru
532,Ses03F_script02_2_M023,fru
539,Ses03F_script02_2_M024,fru
546,Ses03F_script02_2_M025,fru
553,Ses03F_script02_2_M026,ang
560,Ses03F_script02_2_M027,fru
567,Ses03F_script02_2_M028,xxx
574,Ses03F_script02_2_M029,fru
581,Ses03F_script02_2_M030,fru
588,Ses03F_script02_2_M031,fru
595,Ses03F_script02_2_M032,fru
602,Ses03F_script02_2_M033,fru
609,Ses03F_script02_2_M034,fru
616,Ses03F_script02_2_M035,fru
623,Ses03F_script02_2_M036,xxx
630,Ses03F_script02_2_M037,sur
637,Ses03F_script02_2_M038,hap
644,Ses03F_script02_2_M039,hap
651,Ses03F_script02_2_M040,hap
658,Ses03F_script02_2_M041,hap
665,Ses03F_script02_2_M042,neu
672,Ses03F_script02_2_M043,neu
679,Ses03F_script02_2_M044,hap
686,Ses03F_script02_2_M045,hap
0,Ses03F_script03_1_F000,neu
6,Ses03F_script03_1_F001,neu
12,Ses03F_script03_1_F002,fea
18,Ses03F_script03_1_F003,fea
24,Ses03F_script03_1_F004,xxx
30,Ses03F_script03_1_F005,xxx
36,Ses03F_script03_1_F006,xxx
42,Ses03F_script03_1_F007,xxx
48,Ses03F_script03_1_F008,xxx
54,Ses03F_script03_1_F009,exc
60,Ses03F_script03_1_F010,xxx
66,Ses03F_script03_1_F011,xxx
72,Ses03F_script03_1_F012,xxx
78,Ses03F_script03_1_F013,xxx
84,Ses03F_script03_1_F014,sad
90,Ses03F_script03_1_F015,sad
96,Ses03F_script03_1_F016,xxx
102,Ses03F_script03_1_F017,xxx
108,Ses03F_script03_1_F018,xxx
114,Ses03F_script03_1_F019,exc
120,Ses03F_script03_1_F020,xxx
126,Ses03F_script03_1_F021,hap
132,Ses03F_script03_1_F022,xxx
138,Ses03F_script03_1_F023,xxx
144,Ses03F_script03_1_F024,xxx
150,Ses03F_script03_1_F025,hap
156,Ses03F_script03_1_F026,hap
162,Ses03F_script03_1_F027,exc
168,Ses03F_script03_1_F028,xxx
174,Ses03F_script03_1_M000,xxx
180,Ses03F_script03_1_M001,xxx
186,Ses03F_script03_1_M002,xxx
192,Ses03F_script03_1_M003,xxx
198,Ses03F_script03_1_M004,neu
204,Ses03F_script03_1_M005,neu
210,Ses03F_script03_1_M006,xxx
216,Ses03F_script03_1_M007,exc
222,Ses03F_script03_1_M008,xxx
228,Ses03F_script03_1_M009,xxx
234,Ses03F_script03_1_M010,xxx
240,Ses03F_script03_1_M011,exc
246,Ses03F_script03_1_M012,xxx
252,Ses03F_script03_1_M013,exc
258,Ses03F_script03_1_M014,xxx
264,Ses03F_script03_1_M015,xxx
270,Ses03F_script03_1_M016,xxx
276,Ses03F_script03_1_M017,xxx
282,Ses03F_script03_1_M018,xxx
288,Ses03F_script03_1_M019,xxx
294,Ses03F_script03_1_M020,exc
300,Ses03F_script03_1_M021,xxx
306,Ses03F_script03_1_M022,exc
312,Ses03F_script03_1_M023,xxx
318,Ses03F_script03_1_M024,xxx
324,Ses03F_script03_1_M025,xxx
330,Ses03F_script03_1_M026,xxx
336,Ses03F_script03_1_M027,exc
342,Ses03F_script03_1_M028,xxx
348,Ses03F_script03_1_M029,xxx
354,Ses03F_script03_1_M030,xxx
360,Ses03F_script03_1_M031,xxx
0,Ses03F_script03_2_F000,xxx
6,Ses03F_script03_2_F001,xxx
12,Ses03F_script03_2_F002,xxx
18,Ses03F_script03_2_F003,xxx
24,Ses03F_script03_2_F004,neu
30,Ses03F_script03_2_F005,xxx
36,Ses03F_script03_2_F006,xxx
42,Ses03F_script03_2_F007,xxx
48,Ses03F_script03_2_F008,neu
54,Ses03F_script03_2_F009,xxx
60,Ses03F_script03_2_F010,xxx
66,Ses03F_script03_2_F011,xxx
72,Ses03F_script03_2_F012,xxx
78,Ses03F_script03_2_F013,neu
84,Ses03F_script03_2_F014,ang
90,Ses03F_script03_2_F015,ang
96,Ses03F_script03_2_F016,xxx
102,Ses03F_script03_2_F017,neu
108,Ses03F_script03_2_F018,ang
114,Ses03F_script03_2_F019,xxx
120,Ses03F_script03_2_F020,xxx
126,Ses03F_script03_2_F021,fru
132,Ses03F_script03_2_F022,fru
138,Ses03F_script03_2_F023,ang
144,Ses03F_script03_2_F024,xxx
150,Ses03F_script03_2_F025,fru
156,Ses03F_script03_2_F026,ang
162,Ses03F_script03_2_F027,fru
168,Ses03F_script03_2_F028,xxx
174,Ses03F_script03_2_F029,fru
180,Ses03F_script03_2_F030,fru
186,Ses03F_script03_2_F031,xxx
192,Ses03F_script03_2_F032,xxx
198,Ses03F_script03_2_F033,xxx
204,Ses03F_script03_2_F034,xxx
210,Ses03F_script03_2_F035,ang
216,Ses03F_script03_2_F036,xxx
222,Ses03F_script03_2_F037,ang
228,Ses03F_script03_2_F038,ang
234,Ses03F_script03_2_F039,ang
240,Ses03F_script03_2_F040,ang
246,Ses03F_script03_2_F041,ang
252,Ses03F_script03_2_F042,ang
258,Ses03F_script03_2_F043,ang
264,Ses03F_script03_2_M000,ang
270,Ses03F_script03_2_M001,ang
276,Ses03F_script03_2_M002,ang
282,Ses03F_script03_2_M003,xxx
288,Ses03F_script03_2_M004,xxx
294,Ses03F_script03_2_M005,ang
300,Ses03F_script03_2_M006,xxx
306,Ses03F_script03_2_M007,ang
312,Ses03F_script03_2_M008,ang
318,Ses03F_script03_2_M009,neu
324,Ses03F_script03_2_M010,neu
330,Ses03F_script03_2_M011,neu
336,Ses03F_script03_2_M012,neu
342,Ses03F_script03_2_M013,xxx
348,Ses03F_script03_2_M014,ang
354,Ses03F_script03_2_M015,ang
360,Ses03F_script03_2_M016,ang
366,Ses03F_script03_2_M017,ang
372,Ses03F_script03_2_M018,xxx
378,Ses03F_script03_2_M019,xxx
384,Ses03F_script03_2_M020,ang
390,Ses03F_script03_2_M021,xxx
396,Ses03F_script03_2_M022,xxx
402,Ses03F_script03_2_M023,xxx
408,Ses03F_script03_2_M024,ang
414,Ses03F_script03_2_M025,xxx
420,Ses03F_script03_2_M026,ang
426,Ses03F_script03_2_M027,ang
432,Ses03F_script03_2_M028,ang
438,Ses03F_script03_2_M029,ang
444,Ses03F_script03_2_M030,ang
450,Ses03F_script03_2_M031,xxx
456,Ses03F_script03_2_M032,xxx
462,Ses03F_script03_2_M033,xxx
468,Ses03F_script03_2_M034,ang
474,Ses03F_script03_2_M035,neu
480,Ses03F_script03_2_M036,xxx
486,Ses03F_script03_2_M037,xxx
492,Ses03F_script03_2_M038,ang
498,Ses03F_script03_2_M039,ang
504,Ses03F_script03_2_M040,ang
510,Ses03F_script03_2_M041,ang
516,Ses03F_script03_2_M042,ang
522,Ses03F_script03_2_M043,ang
528,Ses03F_script03_2_M044,ang
0,Ses03M_impro01_F000,neu
8,Ses03M_impro01_F001,xxx
16,Ses03M_impro01_F002,fru
24,Ses03M_impro01_F003,neu
32,Ses03M_impro01_F004,fru
40,Ses03M_impro01_F005,fru
48,Ses03M_impro01_F006,fru
56,Ses03M_impro01_F007,fru
64,Ses03M_impro01_F008,fru
72,Ses03M_impro01_F009,fru
80,Ses03M_impro01_F010,xxx
88,Ses03M_impro01_F011,xxx
96,Ses03M_impro01_F012,fru
104,Ses03M_impro01_F013,xxx
112,Ses03M_impro01_F014,xxx
120,Ses03M_impro01_F015,xxx
128,Ses03M_impro01_F016,fru
136,Ses03M_impro01_F017,fru
144,Ses03M_impro01_F018,fru
152,Ses03M_impro01_F019,fru
160,Ses03M_impro01_F020,fru
168,Ses03M_impro01_F021,fru
176,Ses03M_impro01_F022,ang
184,Ses03M_impro01_F023,xxx
192,Ses03M_impro01_F024,fru
200,Ses03M_impro01_F025,ang
208,Ses03M_impro01_M000,fru
216,Ses03M_impro01_M001,fru
224,Ses03M_impro01_M002,xxx
232,Ses03M_impro01_M003,xxx
240,Ses03M_impro01_M004,ang
248,Ses03M_impro01_M005,fru
256,Ses03M_impro01_M006,fru
264,Ses03M_impro01_M007,fru
272,Ses03M_impro01_M008,fru
280,Ses03M_impro01_M009,fru
288,Ses03M_impro01_M010,fru
296,Ses03M_impro01_M011,ang
304,Ses03M_impro01_M012,ang
312,Ses03M_impro01_M013,fru
320,Ses03M_impro01_M014,ang
328,Ses03M_impro01_M015,ang
336,Ses03M_impro01_M016,fru
344,Ses03M_impro01_M017,ang
352,Ses03M_impro01_M018,fru
360,Ses03M_impro01_M019,ang
368,Ses03M_impro01_M020,fru
376,Ses03M_impro01_M021,fru
384,Ses03M_impro01_M022,fru
392,Ses03M_impro01_M023,ang
400,Ses03M_impro01_M024,xxx
408,Ses03M_impro01_M025,xxx
416,Ses03M_impro01_M026,fru
424,Ses03M_impro01_M027,xxx
432,Ses03M_impro01_M028,ang
440,Ses03M_impro01_M029,ang
0,Ses03M_impro02_F000,hap
8,Ses03M_impro02_F001,xxx
16,Ses03M_impro02_F002,xxx
24,Ses03M_impro02_F003,hap
32,Ses03M_impro02_F004,sur
40,Ses03M_impro02_F005,sur
48,Ses03M_impro02_F006,xxx
56,Ses03M_impro02_F007,xxx
64,Ses03M_impro02_F008,xxx
72,Ses03M_impro02_F009,fru
80,Ses03M_impro02_F010,fru
88,Ses03M_impro02_F011,fru
96,Ses03M_impro02_F012,xxx
104,Ses03M_impro02_F013,sad
112,Ses03M_impro02_F014,sad
120,Ses03M_impro02_F015,sad
128,Ses03M_impro02_F016,sad
136,Ses03M_impro02_F017,sad
144,Ses03M_impro02_F018,fru
152,Ses03M_impro02_F019,fru
160,Ses03M_impro02_F020,fru
168,Ses03M_impro02_F021,xxx
176,Ses03M_impro02_F022,sad
184,Ses03M_impro02_F023,sad
192,Ses03M_impro02_F024,sad
200,Ses03M_impro02_F025,sad
208,Ses03M_impro02_F026,sad
216,Ses03M_impro02_F027,sad
224,Ses03M_impro02_F028,sad
232,Ses03M_impro02_F029,sad
240,Ses03M_impro02_F030,sad
248,Ses03M_impro02_F031,sad
256,Ses03M_impro02_F032,sad
264,Ses03M_impro02_F033,sad
272,Ses03M_impro02_F034,sad
280,Ses03M_impro02_F035,fru
288,Ses03M_impro02_F036,fru
296,Ses03M_impro02_F037,fru
304,Ses03M_impro02_M000,sad
312,Ses03M_impro02_M001,sad
320,Ses03M_impro02_M002,sad
328,Ses03M_impro02_M003,sad
336,Ses03M_impro02_M004,sad
344,Ses03M_impro02_M005,sad
352,Ses03M_impro02_M006,sad
360,Ses03M_impro02_M007,xxx
368,Ses03M_impro02_M008,fru
376,Ses03M_impro02_M009,fru
384,Ses03M_impro02_M010,fru
392,Ses03M_impro02_M011,sad
400,Ses03M_impro02_M012,sad
408,Ses03M_impro02_M013,neu
416,Ses03M_impro02_M014,xxx
424,Ses03M_impro02_M015,neu
432,Ses03M_impro02_M016,sad
440,Ses03M_impro02_M017,fru
448,Ses03M_impro02_M018,fru
456,Ses03M_impro02_M019,sad
464,Ses03M_impro02_M020,fru
472,Ses03M_impro02_M021,fru
480,Ses03M_impro02_M022,fru
488,Ses03M_impro02_M023,fru
496,Ses03M_impro02_M024,sad
504,Ses03M_impro02_M025,sad
512,Ses03M_impro02_M026,sad
520,Ses03M_impro02_M027,sad
528,Ses03M_impro02_M028,sad
536,Ses03M_impro02_M029,sad
544,Ses03M_impro02_M030,sad
552,Ses03M_impro02_M031,sad
560,Ses03M_impro02_M032,sur
568,Ses03M_impro02_M033,sur
576,Ses03M_impro02_M034,fru
584,Ses03M_impro02_M035,fru
592,Ses03M_impro02_M036,fru
600,Ses03M_impro02_M037,fru
0,Ses03M_impro03_F000,xxx
8,Ses03M_impro03_F001,exc
16,Ses03M_impro03_F002,sur
24,Ses03M_impro03_F003,exc
32,Ses03M_impro03_F004,exc
40,Ses03M_impro03_F005,exc
48,Ses03M_impro03_F006,exc
56,Ses03M_impro03_F007,xxx
64,Ses03M_impro03_F008,xxx
72,Ses03M_impro03_F009,xxx
80,Ses03M_impro03_F010,exc
88,Ses03M_impro03_F011,xxx
96,Ses03M_impro03_F012,hap
104,Ses03M_impro03_F013,xxx
112,Ses03M_impro03_F014,xxx
120,Ses03M_impro03_F015,neu
128,Ses03M_impro03_F016,hap
136,Ses03M_impro03_F017,hap
144,Ses03M_impro03_F018,neu
152,Ses03M_impro03_F019,xxx
160,Ses03M_impro03_F020,xxx
168,Ses03M_impro03_F021,hap
176,Ses03M_impro03_F022,hap
184,Ses03M_impro03_F023,exc
192,Ses03M_impro03_F024,exc
200,Ses03M_impro03_F025,hap
208,Ses03M_impro03_F026,hap
216,Ses03M_impro03_F027,hap
224,Ses03M_impro03_F028,sur
232,Ses03M_impro03_F029,sur
240,Ses03M_impro03_F030,sur
248,Ses03M_impro03_F031,xxx
256,Ses03M_impro03_F032,xxx
264,Ses03M_impro03_F033,hap
272,Ses03M_impro03_F034,xxx
280,Ses03M_impro03_F035,xxx
288,Ses03M_impro03_F036,neu
296,Ses03M_impro03_F037,xxx
304,Ses03M_impro03_F038,xxx
312,Ses03M_impro03_F039,xxx
320,Ses03M_impro03_F040,xxx
328,Ses03M_impro03_F041,xxx
336,Ses03M_impro03_F042,xxx
344,Ses03M_impro03_M000,exc
352,Ses03M_impro03_M001,exc
360,Ses03M_impro03_M002,exc
368,Ses03M_impro03_M003,exc
376,Ses03M_impro03_M004,exc
384,Ses03M_impro03_M005,xxx
392,Ses03M_impro03_M006,xxx
400,Ses03M_impro03_M007,xxx
408,Ses03M_impro03_M008,xxx
416,Ses03M_impro03_M009,xxx
424,Ses03M_impro03_M010,xxx
432,Ses03M_impro03_M011,exc
440,Ses03M_impro03_M012,hap
448,Ses03M_impro03_M013,exc
456,Ses03M_impro03_M014,hap
464,Ses03M_impro03_M015,hap
472,Ses03M_impro03_M016,hap
480,Ses03M_impro03_M017,hap
488,Ses03M_impro03_M018,hap
496,Ses03M_impro03_M019,hap
504,Ses03M_impro03_M020,hap
512,Ses03M_impro03_M021,hap
520,Ses03M_impro03_M022,xxx
528,Ses03M_impro03_M023,xxx
536,Ses03M_impro03_M024,xxx
544,Ses03M_impro03_M025,xxx
552,Ses03M_impro03_M026,xxx
560,Ses03M_impro03_M027,xxx
568,Ses03M_impro03_M028,neu
576,Ses03M_impro03_M029,hap
584,Ses03M_impro03_M030,hap
592,Ses03M_impro03_M031,hap
600,Ses03M_impro03_M032,hap
608,Ses03M_impro03_M033,neu
616,Ses03M_impro03_M034,xxx
624,Ses03M_impro03_M035,exc
632,Ses03M_impro03_M036,xxx
640,Ses03M_impro03_M037,xxx
648,Ses03M_impro03_M038,neu
656,Ses03M_impro03_M039,hap
664,Ses03M_impro03_M040,xxx
0,Ses03M_impro04_F000,xxx
8,Ses03M_impro04_F001,neu
16,Ses03M_impro04_F002,fru
24,Ses03M_impro04_F003,neu
32,Ses03M_impro04_F004,neu
40,Ses03M_impro04_F005,sur
48,Ses03M_impro04_F006,xxx
56,Ses03M_impro04_F007,sad
64,Ses03M_impro04_F008,sad
72,Ses03M_impro04_F009,xxx
80,Ses03M_impro04_F010,exc
88,Ses03M_impro04_F011,xxx
96,Ses03M_impro04_F012,xxx
104,Ses03M_impro04_F013,xxx
112,Ses03M_impro04_F014,neu
120,Ses03M_impro04_F015,neu
128,Ses03M_impro04_F016,xxx
136,Ses03M_impro04_F017,xxx
144,Ses03M_impro04_F018,xxx
152,Ses03M_impro04_F019,xxx
160,Ses03M_impro04_F020,xxx
168,Ses03M_impro04_F021,xxx
176,Ses03M_impro04_F022,xxx
184,Ses03M_impro04_F023,neu
192,Ses03M_impro04_F024,fru
200,Ses03M_impro04_F025,neu
208,Ses03M_impro04_F026,sur
216,Ses03M_impro04_F027,xxx
224,Ses03M_impro04_F028,fru
232,Ses03M_impro04_F029,neu
240,Ses03M_impro04_F030,neu
248,Ses03M_impro04_F031,neu
256,Ses03M_impro04_F032,neu
264,Ses03M_impro04_M000,sad
272,Ses03M_impro04_M001,fru
280,Ses03M_impro04_M002,fru
288,Ses03M_impro04_M003,xxx
296,Ses03M_impro04_M004,ang
304,Ses03M_impro04_M005,fru
312,Ses03M_impro04_M006,fru
320,Ses03M_impro04_M007,xxx
328,Ses03M_impro04_M008,ang
336,Ses03M_impro04_M009,fru
344,Ses03M_impro04_M010,fru
352,Ses03M_impro04_M011,fru
360,Ses03M_impro04_M012,fru
368,Ses03M_impro04_M013,fru
376,Ses03M_impro04_M014,neu
384,Ses03M_impro04_M015,dis
392,Ses03M_impro04_M016,fru
400,Ses03M_impro04_M017,fru
408,Ses03M_impro04_M018,fru
416,Ses03M_impro04_M019,xxx
424,Ses03M_impro04_M020,fru
432,Ses03M_impro04_M021,fru
440,Ses03M_impro04_M022,fru
448,Ses03M_impro04_M023,fru
456,Ses03M_impro04_M024,neu
464,Ses03M_impro04_M025,fru
472,Ses03M_impro04_M026,sad
480,Ses03M_impro04_M027,fru
488,Ses03M_impro04_M028,fru
496,Ses03M_impro04_M029,fru
504,Ses03M_impro04_M030,sad
512,Ses03M_impro04_M031,sad
520,Ses03M_impro04_M032,xxx
528,Ses03M_impro04_M033,fru
536,Ses03M_impro04_M034,fru
544,Ses03M_impro04_M035,fru
552,Ses03M_impro04_M036,fru
560,Ses03M_impro04_M037,fru
568,Ses03M_impro04_M038,neu
576,Ses03M_impro04_M039,xxx
584,Ses03M_impro04_M040,fru
592,Ses03M_impro04_M041,hap
0,Ses03M_impro05a_F000,neu
8,Ses03M_impro05a_F001,neu
16,Ses03M_impro05a_F002,neu
24,Ses03M_impro05a_F003,fru
32,Ses03M_impro05a_F004,fru
40,Ses03M_impro05a_F005,neu
48,Ses03M_impro05a_F006,fru
56,Ses03M_impro05a_F007,neu
64,Ses03M_impro05a_F008,neu
72,Ses03M_impro05a_F009,neu
80,Ses03M_impro05a_F010,fru
88,Ses03M_impro05a_F011,neu
96,Ses03M_impro05a_F012,neu
104,Ses03M_impro05a_F013,xxx
112,Ses03M_impro05a_F014,neu
120,Ses03M_impro05a_F015,fru
128,Ses03M_impro05a_F016,neu
136,Ses03M_impro05a_F017,xxx
144,Ses03M_impro05a_F018,ang
152,Ses03M_impro05a_F019,fru
160,Ses03M_impro05a_F020,fru
168,Ses03M_impro05a_F021,neu
176,Ses03M_impro05a_F022,xxx
184,Ses03M_impro05a_F023,neu
192,Ses03M_impro05a_F024,neu
200,Ses03M_impro05a_F025,neu
208,Ses03M_impro05a_F026,xxx
216,Ses03M_impro05a_F027,fru
224,Ses03M_impro05a_F028,ang
232,Ses03M_impro05a_M000,ang
240,Ses03M_impro05a_M001,ang
248,Ses03M_impro05a_M002,ang
256,Ses03M_impro05a_M003,ang
264,Ses03M_impro05a_M004,ang
272,Ses03M_impro05a_M005,ang
280,Ses03M_impro05a_M006,ang
288,Ses03M_impro05a_M007,ang
296,Ses03M_impro05a_M008,xxx
304,Ses03M_impro05a_M009,xxx
312,Ses03M_impro05a_M010,ang
320,Ses03M_impro05a_M011,ang
328,Ses03M_impro05a_M012,ang
336,Ses03M_impro05a_M013,ang
344,Ses03M_impro05a_M014,ang
352,Ses03M_impro05a_M015,xxx
360,Ses03M_impro05a_M016,ang
368,Ses03M_impro05a_M017,ang
376,Ses03M_impro05a_M018,ang
384,Ses03M_impro05a_M019,xxx
392,Ses03M_impro05a_M020,ang
400,Ses03M_impro05a_M021,ang
408,Ses03M_impro05a_M022,ang
416,Ses03M_impro05a_M023,ang
424,Ses03M_impro05a_M024,ang
432,Ses03M_impro05a_M025,ang
440,Ses03M_impro05a_M026,ang
448,Ses03M_impro05a_M027,ang
456,Ses03M_impro05a_M028,ang
464,Ses03M_impro05a_M029,ang
472,Ses03M_impro05a_M030,exc
0,Ses03M_impro05b_F000,neu
8,Ses03M_impro05b_F001,neu
16,Ses03M_impro05b_F002,neu
24,Ses03M_impro05b_F003,neu
32,Ses03M_impro05b_F004,neu
40,Ses03M_impro05b_F005,neu
48,Ses03M_impro05b_F006,neu
56,Ses03M_impro05b_F007,neu
64,Ses03M_impro05b_F008,neu
72,Ses03M_impro05b_F009,neu
80,Ses03M_impro05b_F010,neu
88,Ses03M_impro05b_F011,neu
96,Ses03M_impro05b_F012,neu
104,Ses03M_impro05b_F013,neu
112,Ses03M_impro05b_F014,neu
120,Ses03M_impro05b_F015,neu
128,Ses03M_impro05b_F016,neu
136,Ses03M_impro05b_F017,fru
144,Ses03M_impro05b_F018,neu
152,Ses03M_impro05b_F019,neu
160,Ses03M_impro05b_F020,neu
168,Ses03M_impro05b_F021,neu
176,Ses03M_impro05b_F022,neu
184,Ses03M_impro05b_F023,neu
192,Ses03M_impro05b_F024,fru
200,Ses03M_impro05b_F025,fru
208,Ses03M_impro05b_F026,fru
216,Ses03M_impro05b_F027,neu
224,Ses03M_impro05b_F028,neu
232,Ses03M_impro05b_F029,neu
240,Ses03M_impro05b_F030,neu
248,Ses03M_impro05b_F031,fru
256,Ses03M_impro05b_M000,xxx
264,Ses03M_impro05b_M001,fru
272,Ses03M_impro05b_M002,fru
280,Ses03M_impro05b_M003,fru
288,Ses03M_impro05b_M004,fru
296,Ses03M_impro05b_M005,fru
304,Ses03M_impro05b_M006,fru
312,Ses03M_impro05b_M007,fru
320,Ses03M_impro05b_M008,ang
328,Ses03M_impro05b_M009,xxx
336,Ses03M_impro05b_M010,fru
344,Ses03M_impro05b_M011,ang
352,Ses03M_impro05b_M012,xxx
360,Ses03M_impro05b_M013,ang
368,Ses03M_impro05b_M014,ang
376,Ses03M_impro05b_M015,ang
384,Ses03M_impro05b_M016,ang
392,Ses03M_impro05b_M017,fru
400,Ses03M_impro05b_M018,fru
408,Ses03M_impro05b_M019,neu
416,Ses03M_impro05b_M020,ang
424,Ses03M_impro05b_M021,ang
432,Ses03M_impro05b_M022,ang
440,Ses03M_impro05b_M023,ang
448,Ses03M_impro05b_M024,ang
456,Ses03M_impro05b_M025,ang
464,Ses03M_impro05b_M026,ang
472,Ses03M_impro05b_M027,ang
480,Ses03M_impro05b_M028,fru
488,Ses03M_impro05b_M029,ang
496,Ses03M_impro05b_M030,fru
504,Ses03M_impro05b_M031,ang
512,Ses03M_impro05b_M032,ang
520,Ses03M_impro05b_M033,ang
0,Ses03M_impro06_F000,sad
8,Ses03M_impro06_F001,sad
16,Ses03M_impro06_F002,sad
24,Ses03M_impro06_F003,sad
32,Ses03M_impro06_F004,sad
40,Ses03M_impro06_F005,sad
48,Ses03M_impro06_F006,xxx
56,Ses03M_impro06_F007,sad
64,Ses03M_impro06_F008,sad
72,Ses03M_impro06_F009,sad
80,Ses03M_impro06_F010,sad
88,Ses03M_impro06_F011,sad
96,Ses03M_impro06_F012,sad
104,Ses03M_impro06_F013,sad
112,Ses03M_impro06_F014,sad
120,Ses03M_impro06_F015,sad
128,Ses03M_impro06_F016,sad
136,Ses03M_impro06_F017,sad
144,Ses03M_impro06_F018,sad
152,Ses03M_impro06_F019,sad
160,Ses03M_impro06_F020,sad
168,Ses03M_impro06_M000,sad
176,Ses03M_impro06_M001,sad
184,Ses03M_impro06_M002,sad
192,Ses03M_impro06_M003,sad
200,Ses03M_impro06_M004,sad
208,Ses03M_impro06_M005,sad
216,Ses03M_impro06_M006,sad
224,Ses03M_impro06_M007,sad
232,Ses03M_impro06_M008,sad
240,Ses03M_impro06_M009,sad
248,Ses03M_impro06_M010,sad
256,Ses03M_impro06_M011,sad
264,Ses03M_impro06_M012,sad
272,Ses03M_impro06_M013,sad
280,Ses03M_impro06_M014,sad
288,Ses03M_impro06_M015,sad
296,Ses03M_impro06_M016,sad
304,Ses03M_impro06_M017,sad
312,Ses03M_impro06_M018,sad
320,Ses03M_impro06_M019,sad
328,Ses03M_impro06_M020,sad
336,Ses03M_impro06_M021,sad
344,Ses03M_impro06_M022,sad
352,Ses03M_impro06_M023,sad
360,Ses03M_impro06_M024,sad
368,Ses03M_impro06_M025,sad
376,Ses03M_impro06_M026,sad
384,Ses03M_impro06_M027,sad
392,Ses03M_impro06_M028,sad
400,Ses03M_impro06_M029,sad
408,Ses03M_impro06_M030,sad
416,Ses03M_impro06_M031,sad
424,Ses03M_impro06_M032,sad
0,Ses03M_impro07_F000,hap
8,Ses03M_impro07_F001,hap
16,Ses03M_impro07_F002,xxx
24,Ses03M_impro07_F003,sur
32,Ses03M_impro07_F004,sur
40,Ses03M_impro07_F005,sur
48,Ses03M_impro07_F006,exc
56,Ses03M_impro07_F007,exc
64,Ses03M_impro07_F008,hap
72,Ses03M_impro07_F009,exc
80,Ses03M_impro07_F010,hap
88,Ses03M_impro07_F011,hap
96,Ses03M_impro07_F012,hap
104,Ses03M_impro07_F013,hap
112,Ses03M_impro07_F014,hap
120,Ses03M_impro07_F015,xxx
128,Ses03M_impro07_F016,exc
136,Ses03M_impro07_F017,hap
144,Ses03M_impro07_F018,exc
152,Ses03M_impro07_F019,hap
160,Ses03M_impro07_F020,xxx
168,Ses03M_impro07_F021,xxx
176,Ses03M_impro07_F022,xxx
184,Ses03M_impro07_F023,neu
192,Ses03M_impro07_M000,xxx
200,Ses03M_impro07_M001,xxx
208,Ses03M_impro07_M002,exc
216,Ses03M_impro07_M003,exc
224,Ses03M_impro07_M004,exc
232,Ses03M_impro07_M005,exc
240,Ses03M_impro07_M006,exc
248,Ses03M_impro07_M007,exc
256,Ses03M_impro07_M008,exc
264,Ses03M_impro07_M009,neu
272,Ses03M_impro07_M010,exc
280,Ses03M_impro07_M011,exc
288,Ses03M_impro07_M012,xxx
296,Ses03M_impro07_M013,exc
304,Ses03M_impro07_M014,hap
312,Ses03M_impro07_M015,exc
320,Ses03M_impro07_M016,exc
328,Ses03M_impro07_M017,exc
336,Ses03M_impro07_M018,exc
344,Ses03M_impro07_M019,exc
352,Ses03M_impro07_M020,exc
360,Ses03M_impro07_M021,xxx
368,Ses03M_impro07_M022,exc
376,Ses03M_impro07_M023,exc
384,Ses03M_impro07_M024,exc
392,Ses03M_impro07_M025,hap
400,Ses03M_impro07_M026,xxx
0,Ses03M_impro08a_F000,fru
8,Ses03M_impro08a_F001,fru
16,Ses03M_impro08a_F002,fru
24,Ses03M_impro08a_F003,fru
32,Ses03M_impro08a_F004,neu
40,Ses03M_impro08a_F005,fru
48,Ses03M_impro08a_F006,fru
56,Ses03M_impro08a_F007,fru
64,Ses03M_impro08a_F008,fru
72,Ses03M_impro08a_F009,fru
80,Ses03M_impro08a_F010,fru
88,Ses03M_impro08a_F011,fru
96,Ses03M_impro08a_F012,fru
104,Ses03M_impro08a_F013,ang
112,Ses03M_impro08a_F014,ang
